Date,Depth_m,Hole_Size_in,ROP_m_hr,WOB_klbs,RPM,Torque_ft_lb,Flow_GPM,SPP_PSI,Diff_PSI,Temp_Out_C,MSE_PSI,Vibration_g,Stuck_Severity,Phase_Status
2023-04-01 00:00:00,1001.0175986344775,17.5,12.211183613730082,25.147138063349775,112.94495587223545,9891.83449187507,720.3108960658104,1930.4471885722492,370.7902231739905,50.36804981015706,43824.253961265335,1.1199523937488196,0.0,Normal
2023-04-01 00:05:00,1001.8096803723569,17.5,9.504980854552723,25.155323590607313,108.95141163158826,9962.117471481733,718.2658030329197,1933.526748052146,369.71447851026073,49.77190600576671,54670.891672021164,1.0846441557782212,0.0,Normal
2023-04-01 00:10:00,1002.856160077656,17.5,12.557756463588579,25.33533844659553,111.71802748949932,9911.829692474157,733.475614153241,1972.8606333505918,368.46555337680167,50.38683832718164,42241.62558386697,1.1027793414390126,0.0,Normal
2023-04-01 00:15:00,1003.7744855601965,17.5,11.019905790486352,25.206365135018135,109.8217340685971,9891.554429542317,719.8562049975002,1905.4162601510498,377.72331426474227,49.86106514603723,47209.71436725337,1.1072456558243327,0.0,Normal
2023-04-01 00:20:00,1004.7084641295081,17.5,11.207742831740223,25.347661865284714,110.15702027288802,9794.098732415763,724.1876880104409,1952.8298312891716,371.3466431889414,50.048506921048165,46104.532273579694,1.0641818559446707,0.0,Normal
2023-04-01 00:25:00,1004.8490518054258,17.5,1.687052111012319,25.427541225372668,108.42297813319846,10005.080019396753,723.4456290332428,1953.7642895040397,369.48211456219093,49.24961447709696,307364.7752146876,1.068259202032078,0.0,Normal
2023-04-01 00:30:00,1005.6445942940204,17.5,9.546509863135142,25.582305272484124,109.28561627630839,10522.715619072767,714.6971976777495,1944.9266642179734,393.6736177319657,50.27278002059553,57668.57554053803,1.144099569899855,0.0,Normal
2023-04-01 00:35:00,1007.1828299180597,17.5,18.458827488471933,25.68843272781591,109.99499770083142,10055.729570960439,717.7186183361467,1949.6608251263551,378.92483390798355,49.31132552433533,28740.251868990435,1.0761553334916818,0.0,Normal
2023-04-01 00:40:00,1007.9175495573419,17.5,8.816635671385237,25.739270417668326,110.93640489625113,10103.926020969982,725.901949587879,1986.0099384466773,382.4266596157209,50.65299426614017,60857.901740350404,1.1419065783900546,0.0,Normal
2023-04-01 00:45:00,1008.92256502142,17.5,12.060185568938577,25.874033228017176,109.94448467223764,10492.455255358313,714.163011153901,1916.9923471855288,400.31884683735376,50.4989258815339,45815.115082481476,1.1305124646002718,0.0,Normal
2023-04-01 00:50:00,1009.8348901027753,17.5,10.94790097626153,25.75143640448551,108.09054595783064,10446.809507395245,727.0513818990495,1981.2690557816004,392.1852851384371,49.4495513262453,49393.998190209924,1.111153315348827,0.0,Normal
